id,surah,ayat,juz,tema,teks_terjemah_2019,no_footnote,teks_footnote
3448,30,39,21,"Anjuran Berinfak, Ketentuan Rezeki, dan Keniscayaan Hari Kebangkitan","Riba yang kamu berikan agar berkembang pada harta orang lain, tidaklah berkembang dalam pandangan Allah. Adapun zakat yang kamu berikan dengan maksud memperoleh keridaan Allah, (berarti) merekalah orang-orang yang melipatgandakan (pahalanya).",,
3449,30,40,21,"Anjuran Berinfak, Ketentuan Rezeki, dan Keniscayaan Hari Kebangkitan","Allahlah yang menciptakanmu, kemudian menganugerahkanmu rezeki, kemudian mematikanmu, kemudian menghidupkanmu (kembali). Adakah di antara mereka yang kamu persekutukan (dengan Allah) yang dapat berbuat sesuatu yang demikian itu? Maha Suci dan Maha Tinggi Dia dari apa yang mereka persekutukan.",,
3450,30,41,21,Akibat Perbuatan Buruk Manusia,Telah tampak kerusakan di darat dan di laut disebabkan perbuatan tangan manusia. (Melalui hal itu) Allah membuat mereka merasakan sebagian dari (akibat) perbuatan mereka agar mereka kembali (ke jalan yang benar).,,
3451,30,42,21,Akibat Perbuatan Buruk Manusia,"Katakanlah (Nabi Muhammad), “Bepergianlah di bumi, lalu lihatlah bagaimana kesudahan orang-orang dahulu. Kebanyakan mereka adalah orang-orang musyrik.”",,
3452,30,43,21,Akibat Perbuatan Buruk Manusia,"Oleh karena itu, hadapkanlah wajahmu kepada agama yang lurus (Islam) sebelum datang dari Allah suatu hari (kiamat) yang tidak dapat ditolak. Pada hari itu mereka terpisah-pisah.",591,591) Mereka terpisah-pisah karena sebagiannya berada di surga dan sebagian lagi di neraka.
3453,30,44,21,Akibat Perbuatan Buruk Manusia,"Siapa yang kufur, maka dia sendirilah yang menanggung (akibat) kekufurannya. Siapa yang mengerjakan kebajikan, maka mereka menyiapkan untuk diri mereka sendiri (tempat yang menyenangkan) ",,
3454,30,45,21,Akibat Perbuatan Buruk Manusia,agar Allah menganugerahkan balasan (pahala) dari karunia-Nya kepada orang-orang yang beriman dan beramal saleh. Sesungguhnya Dia tidak menyukai orang-orang kafir.,,
3455,30,46,21,Bukti Kekuasaan dan Keesaan Allah berupa Angin dan Hujan,"Di antara tanda-tanda (kebesaran)-Nya adalah bahwa Dia mengirimkan angin sebagai pembawa berita gembira agar kamu merasakan sebagian dari rahmat-Nya, agar kapal dapat berlayar dengan perintah-Nya, agar kamu dapat mencari sebagian dari karunia-Nya, dan agar kamu bersyukur.",592,592) Maksud pembawa berita gembira adalah awan tebal yang ditiup angin lalu menurunkan hujan sehingga biji-bijian dapat tumbuh dan tanaman-tanaman menghijau dan berbuah.
3456,30,47,21,Bukti Kekuasaan dan Keesaan Allah berupa Angin dan Hujan,"Sungguh, Kami benar-benar telah mengutus sebelum engkau (Nabi Muhammad) beberapa orang rasul kepada kaumnya. Mereka datang kepadanya dengan membawa keterangan-keterangan (yang cukup), lalu Kami melakukan pembalasan terhadap orang-orang yang durhaka. Merupakan tanggung jawab Kami menolong orang-orang mukmin. ",593,"593) Ketika rasul-rasul datang membawa keterangan kepada kaumnya, sebagian mereka memercayainya, sedangkan sebagian yang lain mendustakannya, bahkan ada yang menyakitinya. Maka, Allah Swt. membalasnya dengan menurunkan azab kepada orang yang durhaka."
3457,30,48,21,Bukti Kekuasaan dan Keesaan Allah berupa Angin dan Hujan,"Allahlah yang mengirim angin, lalu ia (angin) menggerakkan awan, kemudian Dia (Allah) membentangkannya di langit menurut yang dikehendaki-Nya dan Dia menjadikannya bergumpal-gumpal, lalu engkau melihat hujan keluar dari celah-celahnya. Maka, apabila Dia menurunkannya kepada hamba-hamba-Nya yang dikehendaki-Nya, seketika itu pula mereka bergembira.",,
3458,30,49,21,Bukti Kekuasaan dan Keesaan Allah berupa Angin dan Hujan,"Padahal, sebelum hujan diturunkan, mereka benar-benar telah berputus asa.",,
3459,30,50,21,Bukti Kekuasaan dan Keesaan Allah berupa Angin dan Hujan,"Perhatikanlah jejak-jejak rahmat Allah, bagaimana Dia menghidupkan bumi setelah mati (kering). Sesungguhnya (Zat yang melakukan) itu pasti berkuasa menghidupkan orang yang telah mati. Dia Maha Kuasa atas segala sesuatu.",,
3460,30,51,21,Bukti Kekuasaan dan Keesaan Allah berupa Angin dan Hujan,"Sungguh, jika Kami mengirimkan angin, lalu mereka melihat (tumbuh-tumbuhan) itu menguning (kering dan rusak), niscaya setelah itu mereka tetap berbuat ingkar. ",,
3461,30,52,21,Bukti Kekuasaan dan Keesaan Allah berupa Angin dan Hujan,Sesungguhnya engkau (Nabi Muhammad) tidak akan sanggup menjadikan orang-orang yang mati dan orang-orang yang tuli dapat mendengar seruan apabila mereka berpaling ke belakang.,594,594) Orang kafir disamakan oleh Allah Swt. dengan orang mati yang tidak mungkin lagi mendengar seruan kebenaran. Mereka juga seperti orang tuli yang tidak bisa mendengar panggilan sama sekali apabila mereka membelakangi orang yang memanggilnya.
3462,30,53,21,Bukti Kekuasaan dan Keesaan Allah berupa Angin dan Hujan,"Engkau bukanlah pemberi petunjuk bagi orang-orang yang buta (mata hatinya) dari kesesatannya. Engkau tidak dapat menjadikan (seorang pun) mendengar, kecuali orang yang beriman pada ayat-ayat Kami dan mereka berserah diri.",,
3463,30,54,21,Fase Perjalanan Manusia di Dunia,"Allah adalah Zat yang menciptakanmu dari keadaan lemah, kemudian Dia menjadikan(-mu) kuat setelah keadaan lemah. Lalu, Dia menjadikan(-mu) lemah (kembali) setelah keadaan kuat dan beruban. Dia menciptakan apa yang Dia kehendaki. Dia Maha Mengetahui lagi Maha Kuasa.",595,595) Kata lemah yang pertama berarti masa ketika masih berupa nutfah. Kata lemah yang kedua berarti masa kanak-kanak. Adapun kata kuat berarti masa muda.
3464,30,55,21,Hari Kebangkitan sebagai Kelanjutan Perjalanan Manusia di Dunia,"Pada hari (ketika) terjadi kiamat, para pendurhaka (kafir) bersumpah bahwa mereka berdiam (dalam kubur) hanya sesaat (saja). Begitulah dahulu mereka dipalingkan (dari kebenaran).",596,"596) Sebagaimana mereka berdusta dalam perkataan mereka ini, seperti itulah mereka selalu berdusta di dunia."
3465,30,56,21,Hari Kebangkitan sebagai Kelanjutan Perjalanan Manusia di Dunia,"Orang-orang yang diberi ilmu dan iman berkata (kepada orang-orang kafir), “Sungguh, kamu benar-benar telah berdiam (dalam kubur) menurut ketetapan Allah sampai hari Kebangkitan. Maka, inilah hari Kebangkitan itu, tetapi dahulu kamu tidak mengetahui (bahwa itu benar adanya).”",,
3466,30,57,21,Hari Kebangkitan sebagai Kelanjutan Perjalanan Manusia di Dunia,Pada hari itu tidak berguna (lagi) dalih (dan permintaan maaf) orang-orang yang zalim dan mereka tidak pula diberi kesempatan untuk bertobat lagi.,,
3467,30,58,21,Pentingnya Penyebutan Tanda-Tanda Kebesaran Allah dan Perintah untuk Bersabar,"Sungguh, Kami benar-benar telah menjelaskan dalam Al-Qur’an ini segala macam perumpamaan kepada manusia. Sungguh, jika engkau membawa suatu ayat kepada mereka, pastilah orang-orang kafir itu akan berkata, “Kamu hanyalah pembuat kepalsuan belaka.” ",,
3468,30,59,21,Pentingnya Penyebutan Tanda-Tanda Kebesaran Allah dan Perintah untuk Bersabar,Demikianlah Allah mengunci hati orang-orang yang tidak (mau) mengetahui.,,
3469,30,60,21,Pentingnya Penyebutan Tanda-Tanda Kebesaran Allah dan Perintah untuk Bersabar,"Maka, bersabarlah engkau (Nabi Muhammad)! Sesungguhnya janji Allah itu benar. Jangan sampai orang-orang yang tidak meyakini (kebenaran ayat-ayat Allah) itu membuat engkau bersedih.",,
3470,31,1,21,Fungsi Al-Qur’an dan Sifat Orang Mukmin,Alif Lām Mīm.,,
3471,31,2,21,Fungsi Al-Qur’an dan Sifat Orang Mukmin,"Itulah ayat-ayat Al-Kitab (Al-Qur’an) yang penuh hikmah,",,
3472,31,3,21,Fungsi Al-Qur’an dan Sifat Orang Mukmin,"sebagai petunjuk dan rahmat bagi orang-orang yang berbuat kebaikan,",,
3473,31,4,21,Fungsi Al-Qur’an dan Sifat Orang Mukmin,"(yaitu) orang-orang yang menegakkan salat, menunaikan zakat, dan meyakini adanya akhirat.",,
3474,31,5,21,Fungsi Al-Qur’an dan Sifat Orang Mukmin,Merekalah yang mendapat petunjuk dari Tuhannya dan mereka itulah orang-orang yang beruntung.,,
3475,31,6,21,Perbedaan Tanggapan Orang Mukmin dan Orang Kafir terhadap Al-Qur’an,Di antara manusia ada orang yang membeli percakapan kosong untuk menyesatkan (manusia) dari jalan Allah tanpa ilmu dan menjadikannya olok-olokan. Mereka itu akan memperoleh azab yang menghinakan.,,
3476,31,7,21,Perbedaan Tanggapan Orang Mukmin dan Orang Kafir terhadap Al-Qur’an,"Apabila dibacakan kepadanya ayat-ayat Kami, dia berpaling dengan menyombongkan diri seolah-olah dia tidak mendengarnya, seakan-akan ada sumbatan di kedua telinganya. Maka, berilah kabar gembira kepadanya dengan azab yang pedih.",597,597) Pesan dari ayat ini ditujukan kepada orang yang mempergunakan percakapan kosong (segala hal yang memalingkan hati dari ketaatan kepada Allah Swt.) untuk menyesatkan manusia.
3477,31,8,21,Perbedaan Tanggapan Orang Mukmin dan Orang Kafir terhadap Al-Qur’an,"Sesungguhnya orang-orang yang beriman dan mengerjakan kebajikan, baginya surga-surga yang penuh kenikmatan.",,
3478,31,9,21,Perbedaan Tanggapan Orang Mukmin dan Orang Kafir terhadap Al-Qur’an,Mereka kekal di dalamnya sebagai janji Allah yang benar. Dia Maha Perkasa lagi Maha Bijaksana.,,
3479,31,10,21,Bukti Keesaan Allah melalui Penciptaan Langit dan Bumi,"Dia menciptakan langit tanpa tiang (seperti) yang kamu lihat dan meletakkan di bumi gunung-gunung (yang kukuh) agar ia tidak mengguncangkanmu serta menyebarkan padanya (bumi) segala jenis makhluk bergerak. Kami (juga) menurunkan air hujan dari langit,  lalu Kami menumbuhkan padanya segala pasangan yang baik.",,
3480,31,11,21,Bukti Keesaan Allah melalui Penciptaan Langit dan Bumi,"Inilah ciptaan Allah. Maka, perlihatkanlah kepadaku apa yang telah diciptakan oleh (sembahanmu) selain-Nya. Sebenarnya orang-orang zalim itu berada di dalam kesesatan yang nyata.",,
3481,31,12,21,Kisah Luqman dan Anaknya,"Sungguh, Kami benar-benar telah memberikan hikmah kepada Luqman, yaitu, “Bersyukurlah kepada Allah! Siapa yang bersyukur, sesungguhnya dia bersyukur untuk dirinya sendiri. Siapa yang kufur (tidak bersyukur), sesungguhnya Allah Maha Kaya lagi Maha Terpuji.”",,
3482,31,13,21,Kisah Luqman dan Anaknya,"(Ingatlah) ketika Luqman berkata kepada anaknya, saat dia menasihatinya, “Wahai anakku, janganlah mempersekutukan Allah! Sesungguhnya mempersekutukan (Allah) itu benar-benar kezaliman yang besar.”",,
3483,31,14,21,Kisah Luqman dan Anaknya,"Kami mewasiatkan kepada manusia (agar berbuat baik) kepada kedua orang tuanya. Ibunya telah mengandungnya dalam keadaan lemah yang bertambah-tambah dan menyapihnya dalam dua tahun. (Wasiat Kami,) “Bersyukurlah kepada-Ku dan kepada kedua orang tuamu.” Hanya kepada-Ku (kamu) kembali.",598,598) Selambat-lambat waktu menyapih ialah sampai anak berumur 2 tahun.
3484,31,15,21,Kisah Luqman dan Anaknya,"Jika keduanya memaksamu untuk mempersekutukan-Ku dengan sesuatu yang engkau tidak punya ilmu tentang itu, janganlah patuhi keduanya, (tetapi) pergaulilah keduanya di dunia dengan baik dan ikutilah jalan orang yang kembali kepada-Ku. Kemudian, hanya kepada-Ku kamu kembali, lalu Aku beri tahukan kepadamu apa yang biasa kamu kerjakan.",,
3485,31,16,21,Kisah Luqman dan Anaknya,"(Luqman berkata,) “Wahai anakku, sesungguhnya jika ada (suatu perbuatan) seberat biji sawi dan berada dalam batu, di langit, atau di bumi, niscaya Allah akan menghadirkannya (untuk diberi balasan). Sesungguhnya Allah Maha Lembut lagi Maha Teliti.",599,"599) Allah Maha Lembut artinya ialah ilmu Allah itu meliputi segala sesuatu, betapapun kecilnya."
3486,31,17,21,Kisah Luqman dan Anaknya,"Wahai anakku, tegakkanlah salat dan suruhlah (manusia) berbuat yang makruf dan cegahlah (mereka) dari yang mungkar serta bersabarlah terhadap apa yang menimpamu. Sesungguhnya yang demikian itu termasuk urusan yang (harus) diutamakan.",,
3487,31,18,21,Kisah Luqman dan Anaknya,Janganlah memalingkan wajahmu dari manusia (karena sombong) dan janganlah berjalan di bumi ini dengan angkuh. Sesungguhnya Allah tidak menyukai setiap orang yang sombong lagi sangat membanggakan diri.,,
3488,31,19,21,Kisah Luqman dan Anaknya,Berlakulah wajar dalam berjalan dan lembutkanlah suaramu. Sesungguhnya seburuk-buruk suara ialah suara keledai.”,600,"600) Ketika berjalan, janganlah terlampau cepat dan jangan pula terlalu lambat."
3489,31,20,21,Celaan terhadap Kaum Musyrik,"Tidakkah kamu memperhatikan bahwa sesungguhnya Allah telah menundukkan apa yang ada di langit dan apa yang ada di bumi untukmu. Dia (juga) menyempurnakan nikmat-nikmat-Nya yang lahir dan batin untukmu. Akan tetapi, di antara manusia ada yang membantah (keesaan) Allah tanpa (berdasarkan) ilmu, petunjuk, dan kitab suci yang menerangi.",,
3490,31,21,21,Celaan terhadap Kaum Musyrik,"Apabila dikatakan kepada mereka, “Ikutilah apa yang diturunkan Allah!” mereka menjawab, “(Tidak). Kami justru (hanya) mengikuti kebiasaan yang kami dapati dari nenek moyang kami.” Apakah (mereka akan mengikuti nenek moyang mereka,) walaupun sebenarnya setan menyeru mereka ke dalam azab api yang menyala-nyala (neraka)?",,
3491,31,22,21,Celaan terhadap Kaum Musyrik,"Siapa yang berserah diri kepada Allah dan dia seorang muhsin, maka sungguh dia telah berpegang teguh pada buhul (tali) yang kukuh. Hanya kepada Allah kesudahan segala urusan.",,
3492,31,23,21,Celaan terhadap Kaum Musyrik,"Siapa yang kufur, maka janganlah kekufurannya itu membuatmu (Nabi Muhammad) sedih. Kepada Kamilah tempat kembali mereka, lalu Kami memberitakan kepadanya apa yang telah mereka kerjakan. Sesungguhnya Allah Maha Mengetahui segala isi hati.",,
3493,31,24,21,Celaan terhadap Kaum Musyrik,"Kami membiarkan mereka bersenang-senang sebentar, kemudian Kami memaksa mereka (masuk) ke dalam azab yang keras.",,
3494,31,25,21,"Bukti Wujud Allah, Keluasan Ilmu-Nya, dan Keniscayaan Hari Kebangkitan","Sungguh, jika engkau (Nabi Muhammad) bertanya kepada mereka, “Siapakah yang menciptakan langit dan bumi?” pasti mereka akan menjawab, “Allah.” Katakanlah, “Segala puji bagi Allah,” tetapi kebanyakan mereka tidak mengetahui.",,
3495,31,26,21,"Bukti Wujud Allah, Keluasan Ilmu-Nya, dan Keniscayaan Hari Kebangkitan",Milik Allahlah apa yang di langit dan di bumi. Sesungguhnya Allahlah Yang Maha Kaya lagi Maha Terpuji.,,
3496,31,27,21,"Bukti Wujud Allah, Keluasan Ilmu-Nya, dan Keniscayaan Hari Kebangkitan","Seandainya pohon-pohon di bumi menjadi pena dan lautan (menjadi tinta) ditambah tujuh lautan lagi setelah (kering)-nya, niscaya tidak akan pernah habis kalimatullah (ditulis dengannya). Sesungguhnya Allah Maha Perkasa lagi Maha Bijaksana.",601,601) Yang dimaksud dengan kalimatullah pada ayat ini adalah ilmu dan hikmah-Nya.
3497,31,28,21,"Bukti Wujud Allah, Keluasan Ilmu-Nya, dan Keniscayaan Hari Kebangkitan",Menciptakan dan membangkitkan kamu (bagi Allah) hanyalah seperti (mudahnya menciptakan dan membangkitkan) satu jiwa saja. Sesungguhnya Allah Maha Mendengar lagi Maha Melihat.,,
3498,31,29,21,"Bukti Wujud Allah, Keluasan Ilmu-Nya, dan Keniscayaan Hari Kebangkitan","Tidakkah engkau memperhatikan bahwa sesungguhnya Allah memasukkan malam ke dalam siang, memasukkan siang ke dalam malam, dan menundukkan matahari dan bulan, masing-masing beredar sampai pada waktu yang ditentukan? (Tidakkah pula engkau memperhatikan bahwa) sesungguhnya Allah Maha Teliti terhadap apa yang kamu kerjakan?",,
3499,31,30,21,"Bukti Wujud Allah, Keluasan Ilmu-Nya, dan Keniscayaan Hari Kebangkitan","Demikian itu karena sesungguhnya Allahlah (Tuhan) yang sebenar-benarnya, apa saja yang mereka seru selain Allah adalah batil, dan sesungguhnya Allahlah Yang Maha Tinggi lagi Maha Besar.",,
3500,31,31,21,"Bukti Wujud Allah, Keluasan Ilmu-Nya, dan Keniscayaan Hari Kebangkitan",Tidakkah engkau memperhatikan bahwa sesungguhnya kapal itu berlayar di laut berkat nikmat Allah agar Dia memperlihatkan kepadamu sebagian dari tanda-tanda (kebesaran)-Nya. Sesungguhnya pada yang demikian itu terdapat tanda-tanda bagi setiap orang yang sangat sabar dan banyak bersyukur.,,
3501,31,32,21,"Bukti Wujud Allah, Keluasan Ilmu-Nya, dan Keniscayaan Hari Kebangkitan","Apabila mereka digulung ombak besar seperti awan tebal, mereka menyeru kepada Allah dengan memurnikan ketaatan hanya bagi-Nya. Kemudian, ketika Allah menyelamatkan mereka sampai di daratan, sebagian kecil (saja) di antara mereka yang tetap menempuh jalan yang lurus. Tidak ada yang mengingkari ayat-ayat Kami selain pengkhianat yang tidak berterima kasih.",602,602) Yang dimaksud jalan yang lurus adalah mengakui keesaan Allah Swt.
3502,31,33,21,Perintah Takwa dan Rahasia Kegaiban,"Wahai manusia, bertakwalah kepada Tuhanmu dan takutlah akan hari yang (ketika itu) seorang bapak tidak dapat membela anaknya dan seorang anak tidak dapat (pula) membela bapaknya sedikit pun! Sesungguhnya janji Allah adalah benar, maka janganlah sekali-kali kamu diperdaya oleh kehidupan dunia dan jangan sampai karena (kebaikan-kebaikan) Allah kamu diperdaya oleh penipu.",,
3503,31,34,21,Perintah Takwa dan Rahasia Kegaiban,"Sesungguhnya Allah memiliki pengetahuan tentang hari Kiamat, menurunkan hujan, dan mengetahui apa yang ada dalam rahim. Tidak ada seorang pun yang dapat mengetahui (dengan pasti) apa yang akan dia kerjakan besok. (Begitu pula,) tidak ada seorang pun yang dapat mengetahui di bumi mana dia akan mati. Sesungguhnya Allah Maha Mengetahui lagi Maha Teliti.",603,"603) Manusia tidak dapat mengetahui dengan pasti apa yang akan dikerjakannya besok atau yang akan diperolehnya, namun mereka diwajibkan berusaha."
3504,32,1,21,Bukti Kerasulan Nabi Muhammad,Alif Lām Mīm.,,
3505,32,2,21,Bukti Kerasulan Nabi Muhammad,Turunnya Al-Qur’an yang tidak ada keraguan di dalamnya berasal dari Tuhan semesta alam.,,
3506,32,3,21,Bukti Kerasulan Nabi Muhammad,"Akan tetapi, mengapa mereka (orang kafir) mengatakan, “Dia (Nabi Muhammad) telah mengada-adakannya.” Sebaliknya, Al-Qur’an itulah kebenaran (yang datang) dari Tuhanmu agar engkau memberi peringatan kepada kaum yang sama sekali belum pernah didatangi seorang pemberi peringatan sebelum engkau. (Demikian ini) agar mereka mendapat petunjuk.",,
3507,32,4,21,Bukti Keesaan dan Kekuasaan Allah,"Allah adalah Zat yang menciptakan langit dan bumi serta apa yang ada di antara keduanya dalam enam masa, kemudian Dia bersemayam di atas ‘Arasy. Bagimu tidak ada seorang pun pelindung dan pemberi syafaat selain Dia. Maka, apakah kamu tidak memperhatikan?",604,604) Lihat catatan kaki surah al-A‘rāf (7): 54.
3508,32,5,21,Bukti Keesaan dan Kekuasaan Allah,"Dia mengatur segala urusan dari langit ke bumi, kemudian (segala urusan) itu naik kepada-Nya pada hari yang kadarnya (lamanya) adalah seribu tahun menurut perhitunganmu.",605,605) Yang dimaksud urusan itu naik kepada-Nya adalah beritanya dibawa oleh malaikat. Ayat ini merupakan tamsil bagi kebesaran Allah Swt. dan keagungan-Nya.
